source_key,source_page,source_position,name,comment,created_at
gameslice:p19:c3,19,3,B4-Hunter,PORTAL 2 inspired me to discover the first PORTAL and see very good story that had build PORTAL 1 and 2. I can't wait to see what happened next!,2011-06-21 20:54:00
gameslice:p19:c4,19,4,Trickiert,"A Very informative and interesting read.

Thanks!",2011-06-21 16:27:00
gameslice:p19:c5,19,5,ZeppMan217,2$ well spent. What else there to say?,2011-06-21 16:27:00
gameslice:p19:c6,19,6,ShadowBlaze,"Amazing read, watched all the viral videos, I loved the interactive experience. Best $2 I ever spent. The story was great. Can't wait for whats next!",2011-06-21 11:26:00
gameslice:p19:c7,19,7,razvan,eu sunt razvan si mie imi place portalul mult ca e tare,2011-06-21 10:28:00
gameslice:p19:c8,19,8,Kim Eklund,This was a great read! Thanks Valve!,2011-06-21 06:54:00
gameslice:p19:c9,19,9,Anthony,Loved everhy minute of this read cant woait for another one,2011-06-21 05:57:00
gameslice:p19:c10,19,10,Justin Strickland,"I'd consider this a fairly good read. 
I always love to see how my favorite developers, get things done whether it be software, games, music or movies. I'd have liked this to focus more on concepts and development, and less about how long and arduous the journey was from idea to final product.  Perhaps there's enough material floating around to put out  new digitial edition of ""Raising the Bar"" or a documentation of the development of the left4dead series.   

Anyway we can see this sort of thing on our Android devices?  They've got Adobe Air, and Microsoft phones do Live, so why not Steam and more books like this on our phones?

-Justin",2011-06-21 03:46:00
gameslice:p20:c1,20,1,Alex,"I became a huge fan of Portal 2 after it was released and this book really satisfies a lot of my curiosities.  Originally I wasn't going to buy it because it was only an ebook, but I ended up liking it and all of the interactive portions.  A hard copy would still be nice though :)",2011-06-21 01:32:00
gameslice:p20:c2,20,2,Fazer,Thank you for sharing how the greatest experience in gaming came to life.,2011-06-21 00:44:00
gameslice:p20:c3,20,3,name,"well worth it 
now get started in hl3/ep3
plz",2011-06-20 23:57:00
gameslice:p20:c4,20,4,Dmasj,"I'm making a note here, HUGE SUCCESS",2011-06-20 20:58:00
gameslice:p20:c5,20,5,Yoyogre,"The game is awesome. It is so awesome that I finished both solo and coop in less than 4 days and I need MORE !
I just can't wait until the announced DLC is released !",2011-06-20 20:36:00
gameslice:p20:c6,20,6,keika_d,"Oh man, now I feel like I want to work at Valve as well.",2011-06-20 20:28:00
gameslice:p20:c7,20,7,Batman,A very intresting read.,2011-06-20 20:14:00
gameslice:p20:c8,20,8,DeViL188,Its just awesome.,2011-06-20 18:17:00
gameslice:p20:c9,20,9,Portal fan,Please make more Final Hours of ______ .  Best thing i've read about portal!,2011-06-20 16:43:00
gameslice:p20:c10,20,10,George,"I like it  because it is very cheap and you can learn a lot of things about Valve, Portal 2 and it has very nice quiz:P I really like it ;)",2011-06-20 14:07:00
gameslice:p21:c1,21,1,portal-2-is-awesome@preece.org.uk,"One of the best things about an amazing and revolutionary gave such as Portal 2 is finding out about its background and evolution.  This was the perfect way to find out about this.

Good work Valve - and I especially agree with the comment about ""just one more test chamber"".  I'm self-employed and I made sure I moved any morning appointments out of the way for a week once I'd bought Portal 2 as I knew I'd be up until the small hours of the morning playing :)

Can't wait for the next incarnation...... ;)",2011-06-10 23:51:00
gameslice:p21:c2,21,2,Someone,"""Maybe print is dead, but at least when you finish reading a book, there isn't a string of obnoxious comments waiting on the last page.""",2011-06-10 20:44:00
gameslice:p21:c3,21,3,Edan,"Quite well produced, though a iphone version would have been nice",2011-06-04 06:21:00
gameslice:p21:c4,21,4,Vasia,I like it ;),2011-06-04 05:30:00
gameslice:p21:c5,21,5,Jordon,A very good read. Very insightful of the development of Portal 2 and the Valve company.,2011-06-04 04:14:00
gameslice:p21:c6,21,6,Kris,"Great story it shows very clearly the processes that Valve goes though to make these games, while still showing that: games are hard stressful and time consuming to make. 

would just say that some of the interactive elements stop the flow of the reading (forcing you to go back and remember what is happening) but with that being said more of these types of ebooks should be made.",2011-06-04 04:00:00
gameslice:p21:c7,21,7,Patrick,"Very informative and a very cool book. Offers a lot of backstory into Valve, and well worth the time and more than the two bucks. at that price, this is a steal.",2011-06-04 03:45:00
gameslice:p21:c8,21,8,Moriarty,Very cool :D,2011-06-04 03:05:00
gameslice:p21:c9,21,9,Xhip,ONE OF THE BEST INTERACTIVE EBOOKS EVER!!,2011-06-04 02:57:00
gameslice:p21:c10,21,10,Xavier,"Loved reading this, hope your next games will be just as fun and innovative",2011-06-04 02:06:00
gameslice:p22:c1,22,1,Jon Lavallee,This is how an iPad book should be. Absolutely gorgeous and an amazing story.,2011-06-04 01:25:00
gameslice:p22:c2,22,2,Stephen Loftus,This was an amzaing insight into the triumphs and pitfalls of game development. I learned a lot reading this and I loved the interactivity of its design. Great job!,2011-06-04 00:59:00
gameslice:p22:c3,22,3,Victor Tampa Florida,Best 2 dollars I've given Valve. Never forget the PC Gabe.,2011-05-31 06:44:00
gameslice:p22:c4,22,4,Eric,I just want the next half-life :P,2011-05-31 06:36:00
gameslice:p22:c5,22,5,Cameron,"Wow, I spent two dollars on a non-game product on Steam, all for the sake of a vaguely related research paper, and I still feel like I probably should have payed more for it. What an incredible look on both the development Portal 2 and Valve as a whole.",2011-05-31 05:50:00
gameslice:p22:c6,22,6,Lukasz,"Thank you for Portal 2, VALVe! And thank you for The Final Hours of Portal 2, Geoff!",2011-05-31 04:53:00
gameslice:p22:c7,22,7,Joey,Great stuff!  Learn Polish and sit in on The Witcher 3.  I think following a dev from a different culture would spice things up.,2011-05-31 04:25:00
gameslice:p22:c8,22,8,Page,This makes me want to work at Valve. <3,2011-05-31 03:46:00
gameslice:p22:c9,22,9,Jerwin,Well designed book and a wonderful look inside my favorite game company. I loved every page of it. Thanks.,2011-05-31 03:31:00
gameslice:p22:c10,22,10,Matt,"Wow, This wasn't what I was expecting when I clicked buy, but it was certainley worth it.",2011-05-31 02:14:00
gameslice:p23:c1,23,1,Maxwell Smart,"Worth the $2 to learn how the greatest games are made. Not through magic overnight success, but through many failed attempts, not jazz music, and most of all, perseverance.",2011-05-31 01:59:00
gameslice:p23:c2,23,2,Nic,"This was amazing. THANK YOU, LUKE!",2011-05-31 01:44:00
gameslice:p23:c3,23,3,Armax,"awesomest game ever played, i dare to say its perfect, i felt bad about it being translated to spanish, not racist, i am mexican but its just that the english voice its perfect, the feeling it gives is awesome, goodwoork",2011-05-31 01:31:00
gameslice:p23:c4,23,4,Jorge,Well writtten! Gotta love having a sneak peak at the inner workings of Valve.,2011-05-31 00:56:00
gameslice:p23:c5,23,5,Shaan,"A great book, which covers an amazing game.",2011-05-31 00:50:00
gameslice:p23:c6,23,6,Franz,"After reading this I really want to know what this F-Bomb game mechanic is, because the way it is put in the story, the team for portal 2 seemed like it a lot.",2011-05-31 00:02:00
gameslice:p23:c7,23,7,Yedanker,"Awesome eBook, love hearing inside info about Valve :).",2011-05-30 23:27:00
gameslice:p23:c8,23,8,Erick,Es simplemente Genial!,2011-05-30 23:13:00
gameslice:p23:c9,23,9,Garrett,"A wonderful story and app, thank you.  I loved getting a glimpse into Valve, a company I admire so much.  I want more, not just about Portal or Valve, but all the unsung heroes on the front lines of entertainment and technology.",2011-05-30 22:21:00
gameslice:p23:c10,23,10,888rt,Fun and keeps you reading,2011-05-30 21:48:00
gameslice:p24:c1,24,1,Cody,"Now I'm really sad... I finished the eBook. Seriously, though... a great read. I only wish there was more to read about. :P",2011-05-30 21:48:00
gameslice:p24:c2,24,2,Miguel Rodrigues,"This game is deffenitly an iinstant classic! the plot is mindblowing.
ill just have to thank to the VALVe team for making games that nobody does.",2011-05-30 21:22:00
gameslice:p24:c3,24,3,DarrinR,interesting read...wish there had been more information on concepts behind level design...anyway i guess that the in game commetary is for...im honored to live in the same city as the talented group at Valve!,2011-05-30 20:45:00
gameslice:p24:c4,24,4,Rasmus fjord,Very good read and a Nice touch with the Interactive elements,2011-05-30 20:41:00
gameslice:p24:c5,24,5,Hammockguy,Speachless,2011-05-30 20:23:00
gameslice:p24:c6,24,6,Chris,Companies like Valve make me excited about the future of video games. I loved this look behind the scenes.,2011-05-30 20:16:00
gameslice:p24:c7,24,7,Daniel,"You should definately make these for the other valve games too, its intresting to know how they're made.",2011-05-30 19:43:00
gameslice:p24:c8,24,8,Niklas,"Grüße aus Deutschland,
Ein sehr gelungenes E-Book zu einem Athemberaubendem Spiel. Hoffe auch in Zukunft noch weitere solcher Knaller von euch zu sehen. Meine Erwartungen für Half-Life 3 und Dota 2 sind hoch aber ich denke, das packt ihr schon ;)
(Best Puzzle-Game ever)",2011-05-30 19:10:00
gameslice:p24:c9,24,9,Ed Burton,"I love this!  Because I love Valve, I love Jeff, and I love the iPad.  I would love other games to get this kind of coverage and then to have it presented to interactively.  If Halo: Reach or Alan Wake has this kind of a product I would buy it instantly.",2011-05-30 18:59:00
gameslice:p24:c10,24,10,Anjie,Loved the book! loved the game!,2011-05-30 18:56:00
gameslice:p25:c1,25,1,Tyler Milliner,An amazing story presented in such a uniquly designed way. Well Worth the $2!,2011-05-30 18:47:00
gameslice:p25:c2,25,2,Severi Holopainen,The best book ever. Really interesting.,2011-05-30 18:41:00
gameslice:p25:c3,25,3,Lamin,Sedelns!,2011-05-30 18:20:00
gameslice:p25:c4,25,4,Pur3Bolt,The best thing I have ever read! Thanks for putting this on Steam :D,2011-05-30 18:18:00
gameslice:p25:c5,25,5,Chris,This is great! I love Valve for their great work on their games and future games.,2011-05-30 17:55:00
gameslice:p25:c6,25,6,Rico,An entertaining and insightful look at the creative process and tangential paths taken to create a one-of-a-kind experience known as Portal 2.,2011-05-30 17:12:00
gameslice:p25:c7,25,7,Alyssa,"Lovely, hilarious, and informative: a wonderful book all-around!  Definitely worth the buy, especially for the Portal fan!",2011-05-30 17:08:00
gameslice:p25:c8,25,8,Fin,"Very good, but could've done with less anecdotal-but-fake stories (eg the way people met in Digipen).",2011-05-30 16:54:00
gameslice:p25:c9,25,9,Andrew,Great read! A big step for interactive media.,2011-05-30 16:27:00
gameslice:p25:c10,25,10,Jacob,Its a great insight into both the game and Valve. Great Job,2011-05-30 16:14:00
gameslice:p26:c1,26,1,Skomarz,Woaw!,2011-05-30 15:59:00
gameslice:p26:c2,26,2,aurum13,Money cost of investments,2011-05-30 15:57:00
gameslice:p26:c3,26,3,matthew,good job valve and steam i love both portal 1 and 2,2011-05-30 15:53:00
gameslice:p26:c4,26,4,Roy wagner,An excellent interactive book; perfect for the iPad. Great insight into the development process of a game.,2011-05-30 14:13:00
gameslice:p26:c5,26,5,Ben,"Great read, would love to read another one about a different game.",2011-05-30 14:01:00
gameslice:p26:c6,26,6,Brandon,"You know you made a good game when the players feel such a connection with it, that they feel like getting a tattoo associated with it.",2011-05-30 13:26:00
gameslice:p26:c7,26,7,James,This is a great piece of game journalism and the interactive elements of the ebook really add to it,2011-05-30 12:26:00
gameslice:p26:c8,26,8,mgbt,Good job,2011-05-30 12:23:00
gameslice:p26:c9,26,9,Daniel,"Thank you for this wonderful book Geoff Keighley, it really touched me by a unique way.",2011-05-30 11:49:00
gameslice:p26:c10,26,10,Tom,Best read about a game in an E-Book you can get! FOR A CHEAP PRICE!,2011-05-30 07:52:00
gameslice:p27:c1,27,1,Dice,Please make an iPad portal game!! Great read.,2011-05-30 05:13:00
gameslice:p27:c2,27,2,Damian,Clap Clap Clap....good that\'s still working,2011-05-30 05:06:00
gameslice:p27:c3,27,3,Phillip,What an enlihtening look inside the creative suite behind my new favorite game!,2011-05-30 05:05:00
gameslice:p27:c4,27,4,Christian,"Excellent journalism, exciting read. Thank you for writing this, we need more humane insight into video games, just like this.",2011-05-30 05:01:00
gameslice:p27:c5,27,5,"Steve Smith, UK, Animation Lecturer","I've always known Valve to be a highly creative and unorthodox developer whose games shine narratively. However, allowing an initially sick but talented new employee to get well with no conditions and closing production down for a while to instigate and develop talent and ideas is wonderful. A credit to the industry.",2011-05-30 04:34:00
gameslice:p27:c6,27,6,jun,"I always wanted to be Animator for movies or Valve, this is great",2011-05-30 04:11:00
gameslice:p27:c7,27,7,Sam,I loved the interactive features. Clicking a photo and seeing a fullscreen image. I think this is better and more exciting than a simple static ebook. So I would like to see more making of books like this.,2011-05-30 03:33:00
